,결제수단,배송번호,배송시작일,배송완료일,상품구매금액,상품번호,수량,주문경로,주문일,연도,월,요일,주차,주중/주말,배송시작일(date),배송완료일(date),배송기간,배송기간(int)
37158,카드,D-20181101-0000376-01,2018-11-01 오후 6:28,2018-11-10 오전 6:28,87120,188.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-01,2018-11-10,9 days,9
37159,카드,D-20181101-0000376-02,2018-11-01 오후 6:28,2018-11-10 오전 6:28,56760,447.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-01,2018-11-10,9 days,9
37160,카드,D-20181101-0000376-03,2018-11-01 오후 6:28,2018-11-11 오전 2:51,99660,1235.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-01,2018-11-11,10 days,10
37253,카드,D-20181101-0000751-01,2018-11-02 오후 6:22,2018-11-09 오후 1:49,22110,217.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-02,2018-11-09,7 days,7
37254,카드,D-20181101-0000751-02,2018-11-02 오후 6:22,2018-11-09 오후 1:49,61710,393.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-02,2018-11-09,7 days,7
37257,카드,D-20181101-0000774-01,2018-11-02 오후 6:22,2018-11-09 오후 10:18,86790,450.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-02,2018-11-09,7 days,7
37270,카드,D-20181101-0000837-01,2018-11-02 오후 6:22,2018-11-09 오후 10:18,75570,1069.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-02,2018-11-09,7 days,7
37291,무통장입금,D-20181102-0000083-01,2018-11-05 오후 6:15,2018-11-13 오전 5:32,98010,1036.0,1,PC쇼핑몰,2018-11-02,2018,11,Friday,44,주중,2018-11-05,2018-11-13,8 days,8
37340,카드,D-20181102-0000353-01,2018-11-06 오후 6:46,2018-11-15 오전 1:58,202620,1194.0,1,네이버 페이,2018-11-02,2018,11,Friday,44,주중,2018-11-06,2018-11-15,9 days,9
37357,카드,D-20181102-0000428-01,2018-11-05 오후 6:16,2018-11-15 오전 2:08,78870,603.0,1,네이버 페이,2018-11-02,2018,11,Friday,44,주중,2018-11-05,2018-11-15,10 days,10
37361,카드,D-20181102-0000448-01,2018-11-05 오후 6:16,2018-11-15 오전 2:08,99660,1235.0,1,네이버 페이,2018-11-02,2018,11,Friday,44,주중,2018-11-05,2018-11-15,10 days,10
37362,카드,D-20181102-0000459-01,2018-11-05 오후 6:16,2018-11-14 오전 3:14,132500,92.0,1,네이버 페이,2018-11-02,2018,11,Friday,44,주중,2018-11-05,2018-11-14,9 days,9
37366,휴대폰,D-20181102-0000476-01,2018-11-05 오후 6:16,2018-11-15 오전 2:18,71450,1077.0,1,네이버 페이,2018-11-02,2018,11,Friday,44,주중,2018-11-05,2018-11-15,10 days,10
37407,카드,D-20181103-0000147-01,2018-11-05 오후 6:16,2018-11-14 오전 5:13,72270,378.0,1,네이버 페이,2018-11-03,2018,11,Saturday,44,주말,2018-11-05,2018-11-14,9 days,9
37433,휴대폰,D-20181104-0000174-01,2018-11-05 오후 6:16,2018-11-14 오전 6:39,10170,1204.0,1,네이버 페이,2018-11-04,2018,11,Sunday,44,주말,2018-11-05,2018-11-14,9 days,9
37434,휴대폰,D-20181104-0000174-02,2018-11-05 오후 6:16,2018-11-14 오전 6:39,83820,1124.0,1,네이버 페이,2018-11-04,2018,11,Sunday,44,주말,2018-11-05,2018-11-14,9 days,9
37461,카드,D-20181105-0000188-01,2018-11-05 오후 6:16,2018-11-14 오전 4:05,108570,1121.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-14,9 days,9
37474,카드,D-20181105-0000270-01,2018-11-05 오후 6:16,2018-11-15 오전 6:30,70620,42.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-15,10 days,10
37484,카드,D-20181105-0000357-01,2018-11-05 오후 6:16,2018-11-16 오전 2:50,140750,96.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-16,11 days,11
37564,카드,D-20181105-0000684-01,2018-11-05 오후 6:16,2018-11-15 오전 6:53,58410,455.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-15,10 days,10
37565,휴대폰,D-20181105-0000693-01,2018-11-05 오후 6:16,2018-11-14 오전 8:24,76400,608.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-14,9 days,9
37566,카드,D-20181105-0000709-01,2018-11-06 오후 6:46,2018-11-15 오전 1:37,92070,1231.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-06,2018-11-15,9 days,9
37567,실시간계좌이체,D-20181105-0000718-01,2018-11-05 오후 6:16,2018-11-14 오전 8:24,41910,1205.0,1,네이버 페이,2018-11-05,2018,11,Monday,45,주중,2018-11-05,2018-11-14,9 days,9
37776,카드,D-20181106-0000642-01,2018-11-08 오전 10:08,2018-11-16 오전 6:16,38390,140.0,1,네이버 페이,2018-11-06,2018,11,Tuesday,45,주중,2018-11-08,2018-11-16,8 days,8
37798,카드,D-20181106-0000740-01,2018-11-08 오전 10:08,2018-11-16 오전 6:28,87120,1234.0,1,네이버 페이,2018-11-06,2018,11,Tuesday,45,주중,2018-11-08,2018-11-16,8 days,8
37817,카드,D-20181107-0000036-01,2018-11-08 오전 10:08,2018-11-16 오전 7:55,124250,90.0,1,네이버 페이,2018-11-07,2018,11,Wednesday,45,주중,2018-11-08,2018-11-16,8 days,8
37818,카드,D-20181107-0000036-02,2018-11-08 오전 10:08,2018-11-16 오전 7:55,119020,88.0,1,네이버 페이,2018-11-07,2018,11,Wednesday,45,주중,2018-11-08,2018-11-16,8 days,8
37923,무통장입금,D-20181107-0000538-01,2018-11-08 오전 10:08,2018-11-16 오전 7:42,146520,1126.0,1,네이버 페이,2018-11-07,2018,11,Wednesday,45,주중,2018-11-08,2018-11-16,8 days,8
37965,카드,D-20181107-0000752-01,2018-11-09 오전 9:02,2018-11-18 오전 2:45,78870,602.0,1,네이버 페이,2018-11-07,2018,11,Wednesday,45,주중,2018-11-09,2018-11-18,9 days,9
37966,실시간계좌이체,D-20181107-0000771-01,2018-11-09 오전 9:02,2018-11-17 오전 2:01,70620,42.0,1,네이버 페이,2018-11-07,2018,11,Wednesday,45,주중,2018-11-09,2018-11-17,8 days,8
37971,카드,D-20181108-0000011-01,2018-11-09 오후 7:04,2018-11-18 오전 3:27,14660,1202.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
37993,카드,D-20181108-0000115-01,2018-11-09 오전 9:02,2018-11-18 오전 3:44,58410,455.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38210,카드,D-20181108-0001063-01,2018-11-09 오후 7:04,2018-11-18 오전 5:45,22110,219.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38211,카드,D-20181108-0001063-02,2018-11-09 오후 7:04,2018-11-18 오전 5:45,51810,392.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38212,카드,D-20181108-0001075-01,2018-11-09 오후 7:04,2018-11-18 오전 5:45,22110,219.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38213,카드,D-20181108-0001075-02,2018-11-09 오후 7:04,2018-11-18 오전 5:45,51810,392.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38214,카드,D-20181108-0001085-01,2018-11-09 오후 7:04,2018-11-18 오전 5:45,80750,1266.0,5,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38215,카드,D-20181108-0001096-01,2018-11-09 오후 7:04,2018-11-18 오전 5:45,42350,1283.0,1,네이버 페이,2018-11-08,2018,11,Thursday,45,주중,2018-11-09,2018-11-18,9 days,9
38222,실시간계좌이체,D-20181109-0000083-01,2018-11-09 오후 7:04,2018-11-20 오전 2:08,92950,939.0,1,네이버 페이,2018-11-09,2018,11,Friday,45,주중,2018-11-09,2018-11-20,11 days,11
38302,무통장입금,D-20181109-0000471-01,2018-11-09 오후 7:04,2018-11-18 오전 7:00,93720,1230.0,1,네이버 페이,2018-11-09,2018,11,Friday,45,주중,2018-11-09,2018-11-18,9 days,9
38379,카드,D-20181110-0000212-01,2018-11-13 오전 9:18,2018-11-21 오후 5:20,76400,608.0,1,네이버 페이,2018-11-10,2018,11,Saturday,45,주말,2018-11-13,2018-11-21,8 days,8
38410,카드,D-20181111-0000059-01,2018-11-13 오전 9:18,2018-11-21 오전 5:49,73920,43.0,1,네이버 페이,2018-11-11,2018,11,Sunday,45,주말,2018-11-13,2018-11-21,8 days,8
38419,카드,D-20181111-0000100-01,2018-11-13 오전 9:18,2018-11-23 오전 2:15,56760,447.0,1,네이버 페이,2018-11-11,2018,11,Sunday,45,주말,2018-11-13,2018-11-23,10 days,10
38442,카드,D-20181111-0000233-01,2018-11-13 오전 9:18,2018-11-20 오후 3:02,78870,603.0,1,네이버 페이,2018-11-11,2018,11,Sunday,45,주말,2018-11-13,2018-11-20,7 days,7
38444,카드,D-20181111-0000251-01,2018-11-13 오전 9:18,2018-11-22 오전 5:10,72270,378.0,1,네이버 페이,2018-11-11,2018,11,Sunday,45,주말,2018-11-13,2018-11-22,9 days,9
38449,카드,D-20181111-0000279-01,2018-11-13 오전 9:18,2018-11-22 오전 5:10,72270,378.0,1,네이버 페이,2018-11-11,2018,11,Sunday,45,주말,2018-11-13,2018-11-22,9 days,9
38460,카드,D-20181112-0000038-01,2018-11-13 오전 9:18,2018-11-22 오전 5:49,66500,47.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-22,9 days,9
38560,실시간계좌이체,D-20181112-0000564-01,2018-11-13 오전 9:18,2018-11-21 오전 8:11,140750,94.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-21,8 days,8
38587,무통장입금,D-20181112-0000684-01,2018-11-13 오전 9:18,2018-11-21 오전 8:08,192720,49.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-21,8 days,8
38602,카드,D-20181112-0000756-01,2018-11-13 오전 9:18,2018-11-21 오전 8:20,77220,379.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-21,8 days,8
38625,카드,D-20181112-0000849-01,2018-11-13 오후 6:02,2018-11-21 오후 10:48,119020,88.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-21,8 days,8
38659,카드,D-20181112-0001031-01,2018-11-13 오후 6:02,2018-11-23 오전 3:50,92070,381.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-23,10 days,10
38660,카드,D-20181112-0001041-01,2018-11-13 오후 6:02,2018-11-23 오전 3:50,108570,382.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-23,10 days,10
38672,카드,D-20181112-0001121-01,2018-11-13 오후 6:02,2018-11-23 오전 4:05,78870,603.0,1,네이버 페이,2018-11-12,2018,11,Monday,46,주중,2018-11-13,2018-11-23,10 days,10
38718,무통장입금,D-20181113-0000137-01,2018-11-13 오후 6:02,2018-11-23 오전 4:54,77220,379.0,1,네이버 페이,2018-11-13,2018,11,Tuesday,46,주중,2018-11-13,2018-11-23,10 days,10
38719,무통장입금,D-20181113-0000137-02,2018-11-13 오후 6:02,2018-11-22 오전 8:26,78870,602.0,1,네이버 페이,2018-11-13,2018,11,Tuesday,46,주중,2018-11-13,2018-11-22,9 days,9
38900,실시간계좌이체,D-20181114-0000224-01,2018-11-15 오후 1:24,2018-11-23 오전 8:23,86790,451.0,1,네이버 페이,2018-11-14,2018,11,Wednesday,46,주중,2018-11-15,2018-11-23,8 days,8
38927,카드,D-20181114-0000340-01,2018-11-15 오후 1:24,2018-11-23 오전 8:34,41910,1205.0,1,네이버 페이,2018-11-14,2018,11,Wednesday,46,주중,2018-11-15,2018-11-23,8 days,8
38928,카드,D-20181114-0000340-02,2018-11-15 오후 1:24,2018-11-23 오전 8:34,38320,1297.0,1,네이버 페이,2018-11-14,2018,11,Wednesday,46,주중,2018-11-15,2018-11-23,8 days,8
38929,카드,D-20181114-0000340-03,2018-11-15 오후 1:24,2018-11-23 오전 8:34,82170,1071.0,1,네이버 페이,2018-11-14,2018,11,Wednesday,46,주중,2018-11-15,2018-11-23,8 days,8
38989,카드,D-20181114-0000723-01,2018-11-16 오전 9:12,2018-11-25 오전 2:18,84700,1283.0,2,네이버 페이,2018-11-14,2018,11,Wednesday,46,주중,2018-11-16,2018-11-25,9 days,9
38994,휴대폰,D-20181115-0000016-01,2018-11-16 오전 9:12,2018-11-24 오전 5:35,87120,186.0,1,네이버 페이,2018-11-15,2018,11,Thursday,46,주중,2018-11-16,2018-11-24,8 days,8
38995,휴대폰,D-20181115-0000016-02,2018-11-16 오전 9:12,2018-11-24 오전 5:35,87120,190.0,1,네이버 페이,2018-11-15,2018,11,Thursday,46,주중,2018-11-16,2018-11-24,8 days,8
39064,실시간계좌이체,D-20181115-0000426-01,2018-11-16 오전 9:12,2018-11-24 오전 6:51,78870,602.0,1,네이버 페이,2018-11-15,2018,11,Thursday,46,주중,2018-11-16,2018-11-24,8 days,8
39080,카드,D-20181115-0000542-01,2018-11-16 오전 9:12,2018-11-25 오전 3:02,66330,217.0,3,네이버 페이,2018-11-15,2018,11,Thursday,46,주중,2018-11-16,2018-11-25,9 days,9
39086,무통장입금,D-20181115-0000587-01,2018-11-16 오전 9:12,2018-11-24 오전 6:58,79090,957.0,1,네이버 페이,2018-11-15,2018,11,Thursday,46,주중,2018-11-16,2018-11-24,8 days,8
39134,카드,D-20181116-0000059-01,2018-11-17 오후 6:58,2018-11-26 오전 12:58,78870,39.0,1,네이버 페이,2018-11-16,2018,11,Friday,46,주중,2018-11-17,2018-11-26,9 days,9
39236,카드,D-20181116-0000638-01,2018-11-20 오후 6:26,2018-11-28 오전 1:53,56760,172.0,1,네이버 페이,2018-11-16,2018,11,Friday,46,주중,2018-11-20,2018-11-28,8 days,8
39265,카드,D-20181117-0000163-01,2018-11-19 오후 6:10,2018-11-29 오전 3:37,103620,48.0,1,네이버 페이,2018-11-17,2018,11,Saturday,46,주말,2018-11-19,2018-11-29,10 days,10
39274,카드,D-20181118-0000019-01,2018-11-19 오후 6:10,2018-11-28 오전 4:59,108570,1121.0,1,네이버 페이,2018-11-18,2018,11,Sunday,46,주말,2018-11-19,2018-11-28,9 days,9
39469,카드,D-20181119-0000706-01,2018-11-19 오후 6:10,2018-11-28 오전 8:19,152800,608.0,2,네이버 페이,2018-11-19,2018,11,Monday,47,주중,2018-11-19,2018-11-28,9 days,9
39549,카드,D-20181119-0001145-01,2018-11-20 오후 6:26,2018-11-29 오전 9:08,41580,1327.0,1,네이버 페이,2018-11-19,2018,11,Monday,47,주중,2018-11-20,2018-11-29,9 days,9
39564,무통장입금,D-20181101-0000792-03,2018-11-06 오후 4:01,2018-11-20 오전 11:28,87120,1234.0,1,네이버 페이,2018-11-01,2018,11,Thursday,44,주중,2018-11-06,2018-11-20,14 days,14
39694,카드,D-20181120-0000745-01,2018-11-21 오전 11:30,2018-11-30 오전 6:11,58410,455.0,1,네이버 페이,2018-11-20,2018,11,Tuesday,47,주중,2018-11-21,2018-11-30,9 days,9
39898,카드,D-20181122-0000051-01,2018-11-22 오후 5:56,2018-11-29 오후 5:08,16150,1270.0,1,네이버 페이,2018-11-22,2018,11,Thursday,47,주중,2018-11-22,2018-11-29,7 days,7
40021,카드,D-20181122-0000708-01,2018-11-23 오후 4:17,2018-12-02 오전 3:20,42350,1283.0,1,네이버 페이,2018-11-22,2018,11,Thursday,47,주중,2018-11-23,2018-12-02,9 days,9
40025,카드,D-20181122-0000723-01,2018-11-26 오전 9:54,2018-12-04 오전 1:57,58410,455.0,1,네이버 페이,2018-11-22,2018,11,Thursday,47,주중,2018-11-26,2018-12-04,8 days,8
40038,카드,D-20181123-0000056-01,2018-11-26 오전 9:54,2018-12-04 오전 2:12,86790,451.0,1,네이버 페이,2018-11-23,2018,11,Friday,47,주중,2018-11-26,2018-12-04,8 days,8
40089,휴대폰,D-20181123-0000278-01,2018-11-26 오전 9:54,2018-12-04 오전 2:32,98010,1036.0,1,네이버 페이,2018-11-23,2018,11,Friday,47,주중,2018-11-26,2018-12-04,8 days,8
40157,카드,D-20181123-0000596-01,2018-11-26 오후 5:56,2018-12-06 오전 1:52,66500,47.0,1,네이버 페이,2018-11-23,2018,11,Friday,47,주중,2018-11-26,2018-12-06,10 days,10
40197,카드,D-20181124-0000174-01,2018-11-26 오후 5:56,2018-12-07 오전 2:07,78870,603.0,1,네이버 페이,2018-11-24,2018,11,Saturday,47,주말,2018-11-26,2018-12-07,11 days,11
40285,무통장입금,D-20181126-0000247-01,2018-11-26 오후 5:56,2018-12-03 오전 10:46,78870,603.0,1,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-26,2018-12-03,7 days,7
40315,카드,D-20181126-0000386-01,2018-11-26 오후 5:56,2018-12-06 오전 6:25,56760,447.0,1,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-26,2018-12-06,10 days,10
40376,무통장입금,D-20181126-0000689-01,2018-11-26 오후 5:56,2018-12-05 오전 7:49,157740,44.0,2,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-26,2018-12-05,9 days,9
40414,카드,D-20181126-0000956-01,2018-11-27 오후 9:12,2018-12-07 오전 2:52,140750,94.0,1,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-27,2018-12-07,10 days,10
40415,카드,D-20181126-0000967-01,2018-11-27 오후 9:12,2018-12-07 오전 2:52,76400,608.0,1,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-27,2018-12-07,10 days,10
40421,카드,D-20181126-0000992-01,2018-11-27 오후 9:12,2018-12-07 오전 3:16,103620,1169.0,1,네이버 페이,2018-11-26,2018,11,Monday,48,주중,2018-11-27,2018-12-07,10 days,10
40718,카드,D-20181128-0000573-01,2018-11-29 오후 6:21,2018-12-08 오전 3:49,132330,1216.0,1,네이버 페이,2018-11-28,2018,11,Wednesday,48,주중,2018-11-29,2018-12-08,9 days,9
40789,실시간계좌이체,D-20181129-0000249-01,2018-11-29 오후 6:18,2018-12-06 오후 6:26,140750,94.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-29,2018-12-06,7 days,7
40839,무통장입금,D-20181129-0000485-01,2018-11-30 오후 6:16,2018-12-07 오전 12:49,99660,1235.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-30,2018-12-07,7 days,7
40851,카드,D-20181129-0000533-01,2018-11-30 오후 6:16,2018-12-09 오전 2:41,51810,248.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-30,2018-12-09,9 days,9
40853,카드,D-20181129-0000555-01,2018-11-30 오후 6:16,2018-12-09 오전 2:46,78870,603.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-30,2018-12-09,9 days,9
40855,카드,D-20181129-0000587-01,2018-11-30 오후 6:16,2018-12-28 오전 1:05,131450,591.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-30,2018-12-28,28 days,28
40882,카드,D-20181129-0000712-01,2018-11-30 오후 6:16,2018-12-09 오전 3:43,124250,90.0,1,네이버 페이,2018-11-29,2018,11,Thursday,48,주중,2018-11-30,2018-12-09,9 days,9
40971,카드,D-20181130-0000482-01,2018-11-30 오후 6:16,2018-12-09 오전 5:03,87120,188.0,1,네이버 페이,2018-11-30,2018,11,Friday,48,주중,2018-11-30,2018-12-09,9 days,9
40985,카드,D-20181130-0000547-01,2018-11-30 오후 6:16,2018-12-11 오전 1:53,157740,603.0,2,네이버 페이,2018-11-30,2018,11,Friday,48,주중,2018-11-30,2018-12-11,11 days,11
41122,카드,D-20181202-0000126-01,2018-12-03 오후 6:50,2018-12-10 오전 12:24,70620,42.0,1,네이버 페이,2018-12-02,2018,12,Sunday,48,주말,2018-12-03,2018-12-10,7 days,7
41132,카드,D-20181202-0000196-01,2018-12-04 오전 8:38,2018-12-12 오전 6:36,51810,142.0,1,네이버 페이,2018-12-02,2018,12,Sunday,48,주말,2018-12-04,2018-12-12,8 days,8
41142,카드,D-20181202-0000276-01,2018-12-03 오후 6:50,2018-12-12 오전 6:53,72270,378.0,1,네이버 페이,2018-12-02,2018,12,Sunday,48,주말,2018-12-03,2018-12-12,9 days,9
41178,무통장입금,D-20181203-0000134-01,2018-12-03 오후 6:50,2018-12-11 오후 3:13,78870,603.0,1,네이버 페이,2018-12-03,2018,12,Monday,49,주중,2018-12-03,2018-12-11,8 days,8
41305,카드,D-20181203-0000704-01,2018-12-04 오후 8:42,2018-12-13 오전 8:23,70620,42.0,1,네이버 페이,2018-12-03,2018,12,Monday,49,주중,2018-12-04,2018-12-13,9 days,9
41319,무통장입금,D-20181204-0000048-01,2018-12-04 오후 8:42,2019-01-01 오전 12:57,133320,40.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-04,2019-01-01,28 days,28
41371,무통장입금,D-20181204-0000277-01,2018-12-04 오후 8:42,2018-12-14 오전 2:32,138270,41.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-04,2018-12-14,10 days,10
41454,실시간계좌이체,D-20181204-0000695-01,2018-12-04 오후 8:42,2018-12-13 오전 10:41,56760,447.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-04,2018-12-13,9 days,9
41460,실시간계좌이체,D-20181204-0000735-01,2018-12-04 오후 8:42,2018-12-13 오전 10:47,58410,455.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-04,2018-12-13,9 days,9
41478,카드,D-20181204-0000815-01,2018-12-06 오전 9:04,2018-12-21 오전 1:11,63360,395.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-06,2018-12-21,15 days,15
41485,카드,D-20181204-0000851-01,2018-12-06 오전 9:04,2018-12-21 오전 1:11,63360,395.0,1,네이버 페이,2018-12-04,2018,12,Tuesday,49,주중,2018-12-06,2018-12-21,15 days,15
41638,카드,D-20181205-0000597-01,2018-12-06 오전 9:04,2018-12-13 오후 1:51,132500,92.0,1,네이버 페이,2018-12-05,2018,12,Wednesday,49,주중,2018-12-06,2018-12-13,7 days,7
41673,무통장입금,D-20181205-0000733-01,2018-12-06 오후 7:44,2018-12-16 오전 2:32,58410,455.0,1,네이버 페이,2018-12-05,2018,12,Wednesday,49,주중,2018-12-06,2018-12-16,10 days,10
41743,카드,D-20181206-0000237-01,2018-12-06 오후 7:44,2018-12-15 오전 7:01,140750,94.0,1,네이버 페이,2018-12-06,2018,12,Thursday,49,주중,2018-12-06,2018-12-15,9 days,9
41786,카드,D-20181206-0000465-01,2018-12-06 오후 7:44,2018-12-15 오전 12:36,50400,207.0,2,네이버 페이,2018-12-06,2018,12,Thursday,49,주중,2018-12-06,2018-12-15,9 days,9
41787,카드,D-20181206-0000473-01,2018-12-06 오후 7:44,2018-12-15 오전 7:34,39710,1072.0,1,네이버 페이,2018-12-06,2018,12,Thursday,49,주중,2018-12-06,2018-12-15,9 days,9
41837,카드,D-20181207-0000045-01,2018-12-07 오후 6:28,2018-12-16 오전 5:37,253880,1373.0,4,네이버 페이,2018-12-07,2018,12,Friday,49,주중,2018-12-07,2018-12-16,9 days,9
41840,카드,D-20181207-0000061-01,2018-12-07 오후 6:28,2018-12-16 오전 5:43,151140,1069.0,2,네이버 페이,2018-12-07,2018,12,Friday,49,주중,2018-12-07,2018-12-16,9 days,9
41878,카드,D-20181207-0000280-01,2018-12-07 오후 6:28,2018-12-14 오전 11:23,75240,1374.0,1,네이버 페이,2018-12-07,2018,12,Friday,49,주중,2018-12-07,2018-12-14,7 days,7
41952,카드,D-20181207-0000628-01,2018-12-10 오후 6:52,2018-12-19 오전 3:19,217140,1121.0,2,네이버 페이,2018-12-07,2018,12,Friday,49,주중,2018-12-10,2018-12-19,9 days,9
42004,카드,D-20181209-0000036-01,2018-12-10 오후 6:52,2019-01-11 오전 9:53,173580,451.0,2,네이버 페이,2018-12-09,2018,12,Sunday,49,주말,2018-12-10,2019-01-11,32 days,32
42031,무통장입금,D-20181209-0000184-01,2018-12-10 오후 6:52,2018-12-19 오전 7:22,78870,603.0,1,네이버 페이,2018-12-09,2018,12,Sunday,49,주말,2018-12-10,2018-12-19,9 days,9
42032,카드,D-20181209-0000197-01,2018-12-10 오후 6:52,2018-12-18 오전 12:28,116000,605.0,1,네이버 페이,2018-12-09,2018,12,Sunday,49,주말,2018-12-10,2018-12-18,8 days,8
42042,카드,D-20181209-0000237-01,2018-12-10 오후 6:52,2018-12-19 오전 7:34,77220,379.0,1,네이버 페이,2018-12-09,2018,12,Sunday,49,주말,2018-12-10,2018-12-19,9 days,9
42240,카드,D-20181210-0000807-01,2018-12-10 오후 6:52,2018-12-19 오전 9:45,70620,1275.0,1,네이버 페이,2018-12-10,2018,12,Monday,50,주중,2018-12-10,2018-12-19,9 days,9
42267,카드,D-20181210-0000916-01,2018-12-11 오후 7:18,2018-12-18 오전 9:35,141240,42.0,2,네이버 페이,2018-12-10,2018,12,Monday,50,주중,2018-12-11,2018-12-18,7 days,7
42295,카드,D-20181211-0000016-01,2018-12-12 오전 9:00,2018-12-21 오전 3:26,56760,172.0,1,네이버 페이,2018-12-11,2018,12,Tuesday,50,주중,2018-12-12,2018-12-21,9 days,9
42375,무통장입금,D-20181211-0000358-01,2018-12-11 오후 7:18,2018-12-20 오전 4:39,41910,1205.0,1,네이버 페이,2018-12-11,2018,12,Tuesday,50,주중,2018-12-11,2018-12-20,9 days,9
42393,카드,D-20181211-0000442-01,2018-12-11 오후 7:18,2018-12-20 오전 9:34,38390,140.0,1,네이버 페이,2018-12-11,2018,12,Tuesday,50,주중,2018-12-11,2018-12-20,9 days,9
42461,카드,D-20181211-0000871-01,2018-12-12 오후 6:04,2018-12-21 오전 5:37,75570,437.0,1,네이버 페이,2018-12-11,2018,12,Tuesday,50,주중,2018-12-12,2018-12-21,9 days,9
42610,카드,D-20181212-0000795-01,2018-12-14 오전 9:06,2018-12-22 오전 4:29,86790,450.0,1,네이버 페이,2018-12-12,2018,12,Wednesday,50,주중,2018-12-14,2018-12-22,8 days,8
42651,카드,D-20181213-0000019-01,2018-12-14 오전 9:06,2018-12-22 오전 6:13,78870,603.0,1,네이버 페이,2018-12-13,2018,12,Thursday,50,주중,2018-12-14,2018-12-22,8 days,8
42659,카드,D-20181213-0000051-01,2018-12-14 오전 9:06,2018-12-22 오전 6:37,41910,1350.0,1,네이버 페이,2018-12-13,2018,12,Thursday,50,주중,2018-12-14,2018-12-22,8 days,8
42961,카드,D-20181214-0000731-02,2018-12-17 오후 5:32,2018-12-27 오전 2:38,12500,523.0,1,네이버 페이,2018-12-14,2018,12,Friday,50,주중,2018-12-17,2018-12-27,10 days,10
42962,카드,D-20181214-0000731-04,2018-12-17 오후 5:32,2018-12-27 오전 2:38,83550,962.0,1,네이버 페이,2018-12-14,2018,12,Friday,50,주중,2018-12-17,2018-12-27,10 days,10
42967,카드,D-20181215-0000064-01,2018-12-17 오후 5:32,2018-12-26 오전 4:03,76400,608.0,1,네이버 페이,2018-12-15,2018,12,Saturday,50,주말,2018-12-17,2018-12-26,9 days,9
